ShipTrip,Section,Station,Lat,Lon,Date,Day,Month,Year,TimeUTC,Season,T#,SampleID,TowDepth,DW_small,DW_large,corrDW_small,corrDW_large,Comments,NewShipTrip,UID,BottomSampleID,TopSampleID
TEL302,FC,FC-35,47.0,-43.0,2000-04-27,27,4,2000,07:49:00,Spring,2592,,300.0,0.048,1.231,0.096,2.462,,39302,39302023.0,221029.0,221038.0
TEL302,FC,FC-33,47.0,-43.25,2000-04-27,27,4,2000,13:11:00,Spring,2593,,300.0,0.043,0.476,0.086,0.952,,39302,39302023.0,221039.0,221048.0
TEL302,FC,FC-31,47.0,-43.8333333333333,2000-04-27,27,4,2000,18:05:00,Spring,2594,,300.0,0.044,0.85,0.088,1.7,,39302,39302023.0,,
TEL302,FC,FC-29,47.0,-44.2316666666666,2000-04-27,27,4,2000,21:58:00,Spring,2595,,265.0,0.042,0.963,0.084,1.926,,39302,39302023.0,,
TEL302,FC,FC-26,47.0,-44.7716666666666,2000-04-28,28,4,2000,02:19:00,Spring,2596,,140.0,0.031,0.814,0.062,1.628,,39302,39302023.0,221069.0,221077.0
TEL302,FC,FC-24,47.0,-45.2133333333333,2000-04-28,28,4,2000,05:29:00,Spring,2597,,155.0,0.03,0.561,0.06,1.122,,39302,39302023.0,221078.0,221087.0
TEL302,FC,FC-21,47.0,-46.0166666666666,2000-04-28,28,4,2000,10:54:00,Spring,2598,,290.0,0.034,0.547,0.068,1.094,,39302,39302023.0,221088.0,221097.0
TEL302,FC,FC-01,47.0,-52.8316666666666,2000-04-29,29,4,2000,22:36:00,Spring,2600,,95.0,0.345,0.705,0.69,1.41,,39302,39302023.0,221108.0,221115.0
TEL302,FC,FC-02,47.0,-52.71,2000-04-30,30,4,2000,00:05:00,Spring,2601,,175.0,0.405,0.701,0.81,1.402,,39302,39302023.0,,
TEL302,FC,FC-03,47.0,-52.5799999999999,2000-04-30,30,4,2000,01:34:00,Spring,2602,,151.0,0.399,0.685,0.798,1.37,,39302,39302023.0,,
TEL302,FC,FC-04,47.0,-52.3216666666666,2000-04-30,30,4,2000,03:35:00,Spring,2603,,114.0,0.093,0.489,0.186,0.978,,39302,39302023.0,221135.0,221142.0
TEL302,FC,FC-05,47.0,-52.0333333333333,2000-04-30,30,4,2000,05:36:00,Spring,2604,,128.0,0.116,0.379,0.232,0.758,,39302,39302023.0,221143.0,221151.0
TEL302,FC,FC-06,47.0,-51.4849999999999,2000-04-30,30,4,2000,08:55:00,Spring,2605,,90.0,0.318,0.753,0.636,1.506,,39302,39302023.0,221152.0,221159.0
TEL302,FC,FC-07,47.0,-51.0,2000-04-30,30,4,2000,11:45:00,Spring,2606,,98.0,0.318,0.822,0.636,1.644,,39302,39302023.0,221160.0,221167.0
TEL302,FC,FC-09,47.0,-50.0,2000-04-30,30,4,2000,23:45:00,Spring,2607,,70.0,0.113,1.002,0.226,2.004,,39302,39302023.0,221168.0,221174.0
TEL302,FC,FC-10,47.0,-49.1166666666666,2000-05-01,1,5,2000,05:40:00,Spring,2608,,70.0,0.144,1.58,0.288,3.16,,39302,39302023.0,221175.0,221181.0
TEL302,HIB,HIB-01,46.82,-48.78,2000-05-01,1,5,2000,08:43:00,Spring,2609,,72.0,0.187,0.179,0.374,0.358,,39302,39302023.0,,
TEL302,HIB,HIB-02,46.75,-48.88,2000-05-01,1,5,2000,10:07:00,Spring,2610,,68.0,0.19,0.192,0.38,0.384,,39302,39302023.0,,
TEL302,HIB,HIB-03,46.68,-48.78,2000-05-01,1,5,2000,11:23:00,Spring,2611,,68.0,0.19,0.243,0.38,0.486,,39302,39302023.0,,
TEL302,HIB,HIB-04,46.75,-48.68,2000-05-01,1,5,2000,12:25:00,Spring,2612,,75.0,0.178,0.204,0.356,0.408,,39302,39302023.0,221188.0,221189.0
TEL302,HIB,HIB-05,46.75,-48.7599999999999,2000-05-01,1,5,2000,13:38:00,Spring,2613,,70.0,0.226,0.238,0.452,0.476,,39302,39302023.0,221190.0,221191.0
TEL302,HIB,HIB-06,46.7299999999999,-48.78,2000-05-01,1,5,2000,14:43:00,Spring,2614,,66.0,0.012,1.132,0.024,2.264,,39302,39302023.0,221192.0,221193.0
TEL302,HIB,HIB-07,46.75,-48.81,2000-05-01,1,5,2000,15:35:00,Spring,2615,,68.0,0.024,1.77,0.048,3.54,,39302,39302023.0,221194.0,221195.0
TEL302,HIB,HIB-08,46.77,-48.78,2000-05-01,1,5,2000,16:25:00,Spring,2616,,70.0,0.179,1.437,0.358,2.874,,39302,39302023.0,221196.0,221197.0
TEL302,FC,FC-12,47.0,-48.1166666666666,2000-05-01,1,5,2000,20:56:00,Spring,2617,,122.0,0.139,0.992,0.278,1.984,,39302,39302023.0,221198.0,221206.0
TEL302,FC,FC-14,47.0,-47.5,2000-05-02,2,5,2000,00:59:00,Spring,2618,,203.0,0.288,0.596,0.576,1.192,,39302,39302023.0,221207.0,221216.0
TEL302,FC,FC-15,47.0,-47.25,2000-05-02,2,5,2000,03:05:00,Spring,2619,,300.0,0.761,0.944,1.522,1.888,,39302,39302023.0,221217.0,221226.0
TEL302,FC,FC-17,47.0,-47.0166666666666,2000-05-02,2,5,2000,06:33:00,Spring,2620,,300.0,0.191,1.303,0.382,2.606,,39302,39302023.0,221227.0,221236.0
TEL302,FC,FC-18,47.0,-46.8333333333333,2000-05-02,2,5,2000,09:01:00,Spring,2621,,300.0,0.024,0.79,0.048,1.58,,39302,39302023.0,221237.0,221246.0
TEL302,FC,FC-20,47.0,-46.4833333333333,2000-05-02,2,5,2000,13:05:00,Spring,2622,,300.0,0.146,0.913,0.292,1.826,,39302,39302023.0,221247.0,221256.0
TEL302,BB,BB-13,50.0,-49.0,2000-05-03,3,5,2000,19:18:00,Spring,2623,,300.0,0.008,0.104,0.016,0.208,,39302,39302023.0,221267.0,221276.0
TEL302,BB,BB-12,49.85,-49.5,2000-05-04,4,5,2000,12:05:00,Spring,2624,,300.0,0.049,0.765,0.098,1.53,,39302,39302023.0,221277.0,221286.0
TEL302,BB,BB-11,49.68,-50.02,2000-05-04,4,5,2000,16:18:00,Spring,2625,,300.0,0.252,1.491,0.504,2.982,,39302,39302023.0,221287.0,221296.0
TEL302,BB,BB-10,49.52,-50.53,2000-05-04,4,5,2000,20:35:00,Spring,2626,,300.0,0.127,0.846,0.254,1.692,,39302,39302023.0,221297.0,221306.0
TEL302,BB,BB-09,49.3699999999999,-51.0166666666666,2000-05-04,4,5,2000,23:45:00,Spring,2627,,300.0,0.862,1.985,1.724,3.97,,39302,39302023.0,221307.0,221316.0
TEL302,BB,BB-08,49.28,-51.28,2000-05-05,5,5,2000,02:15:00,Spring,2628,,300.0,0.872,3.486,1.744,6.972,,39302,39302023.0,221317.0,221326.0
TEL302,BB,BB-07,49.1899999999999,-51.5399999999999,2000-05-05,5,5,2000,05:11:00,Spring,2629,,300.0,0.26,1.091,0.52,2.182,,39302,39302023.0,221327.0,221336.0
TEL302,BB,BB-06,49.1,-51.8299999999999,2000-05-05,5,5,2000,08:25:00,Spring,2630,,280.0,0.136,0.942,0.272,1.884,,39302,39302023.0,221337.0,221346.0
TEL302,BB,BB-05,49.03,-52.07,2000-05-05,5,5,2000,10:41:00,Spring,2631,,275.0,0.236,0.818,0.472,1.636,,39302,39302023.0,,
TEL302,BB,BB-04,48.92,-52.3999999999999,2000-05-05,5,5,2000,13:38:00,Spring,2632,,300.0,0.07,0.306,0.14,0.612,,39302,39302023.0,221357.0,221366.0
TEL302,BB,BB-03,48.8299999999999,-52.6499999999999,2000-05-05,5,5,2000,16:05:00,Spring,2633,,244.0,0.378,0.38,0.756,0.76,,39302,39302023.0,221367.0,221376.0
TEL302,BB,BB-01,48.7299999999999,-52.9699999999999,2000-05-05,5,5,2000,19:16:00,Spring,2634,,92.0,0.124,0.199,0.248,0.398,,39302,39302023.0,221377.0,221384.0
TEL302,S27,S27-15,48.24,-49.31,2000-05-06,6,5,2000,09:56:00,Spring,2635,,265.0,0.65,1.505,1.3,3.01,,39302,39302023.0,221385.0,221394.0
TEL302,S27,S27-14,48.1899999999999,-49.5499999999999,2000-05-06,6,5,2000,12:00:00,Spring,2636,,210.0,0.708,1.264,1.416,2.528,,39302,39302023.0,221395.0,221404.0
TEL302,S27,S27-12,48.09,-50.02,2000-05-06,6,5,2000,15:09:00,Spring,2637,,155.0,0.137,0.678,0.274,1.356,,39302,39302023.0,221405.0,221414.0
TEL302,S27,S27-10,47.99,-50.4799999999999,2000-05-06,6,5,2000,17:39:00,Spring,2638,,130.0,0.106,0.31,0.212,0.62,,39302,39302023.0,221415.0,221423.0
TEL302,S27,S27-08,47.89,-50.95,2000-05-06,6,5,2000,20:32:00,Spring,2639,,115.0,0.079,0.312,0.158,0.624,,39302,39302023.0,221424.0,221432.0
TEL302,S27,S27-06,47.7899999999999,-51.42,2000-05-06,6,5,2000,22:52:00,Spring,2640,,134.0,0.202,0.299,0.404,0.598,,39302,39302023.0,221433.0,221441.0
TEL302,S27,S27-04,47.68,-51.88,2000-05-07,7,5,2000,01:35:00,Spring,2641,,172.0,0.237,0.512,0.474,1.024,,39302,39302023.0,221442.0,221451.0
TEL302,S27,S27-02,47.5799999999999,-51.35,2000-05-07,7,5,2000,04:30:00,Spring,2642,,155.0,0.25,0.313,0.5,0.626,,39302,39302023.0,,
TEL305,S27,S27-01,47.5466666666666,-52.5866666666666,2000-07-14,14,7,2000,23:38:00,Summer,2646,,165.0,,,,,,39305,39305099.0,221472.0,221481.0
TEL305,FC,FC-01,47.0,-52.8316666666666,2000-07-15,15,7,2000,05:12:00,Summer,2647,,90.0,0.093,0.184,0.186,0.368,,39305,39305099.0,221482.0,221489.0
TEL305,FC,FC-03,47.0,-52.5799999999999,2000-07-15,15,7,2000,09:30:00,Summer,2648,,140.0,0.054,0.077,0.108,0.154,,39305,39305099.0,221491.0,221499.0
TEL305,FC,FC-04,47.0,-52.3216666666666,2000-07-15,15,7,2000,11:31:00,Summer,2649,,118.0,0.021,0.061,0.042,0.122,,39305,39305099.0,221500.0,221608.0
TEL305,FC,FC-05,47.0,-52.0333333333333,2000-07-15,15,7,2000,13:27:00,Summer,2650,,126.0,0.088,0.079,0.176,0.158,,39305,39305099.0,221609.0,221617.0
TEL305,FC,FC-07,47.0,-51.0,2000-07-15,15,7,2000,19:15:00,Summer,2651,,92.0,0.03,0.034,0.06,0.068,,39305,39305099.0,221619.0,221626.0
TEL305,FC,FC-09,47.0,-50.0,2000-07-16,16,7,2000,04:31:00,Summer,2652,,68.0,0.015,0.02,0.03,0.04,,39305,39305099.0,221628.0,221634.0
TEL305,FC,FC-10,47.0,-49.1166666666666,2000-07-16,16,7,2000,08:37:00,Summer,2653,,66.0,0.069,0.432,0.138,0.864,,39305,39305099.0,221635.0,221641.0
TEL305,FC,FC-12,47.0,-48.1166666666666,2000-07-16,16,7,2000,13:52:00,Summer,2654,,122.0,0.089,0.135,0.178,0.27,,39305,39305099.0,221643.0,221651.0
TEL305,FC,FC-14,47.0,-47.5,2000-07-16,16,7,2000,17:43:00,Summer,2655,,203.0,0.211,0.2,0.422,0.4,,39305,39305099.0,221653.0,221662.0
TEL305,FC,FC-17,47.0,-47.0166666666666,2000-07-16,16,7,2000,22:30:00,Summer,2656,,300.0,0.188,0.206,0.376,0.412,,39305,39305099.0,221665.0,221674.0
TEL305,FC,FC-20,47.0,-46.4833333333333,2000-07-17,17,7,2000,03:52:00,Summer,2657,,300.0,0.188,0.168,0.376,0.336,,39305,39305099.0,221677.0,221686.0
TEL305,FC,FC-21,47.0,-46.0166666666666,2000-07-17,17,7,2000,06:42:00,Summer,2658,,294.0,0.194,0.188,0.388,0.376,,39305,39305099.0,221687.0,221696.0
TEL305,FC,FC-24,47.0,-45.2133333333333,2000-07-17,17,7,2000,11:27:00,Summer,2659,,156.0,0.191,0.238,0.382,0.476,,39305,39305099.0,221699.0,221708.0
TEL305,FC,FC-26,47.0,-44.7716666666666,2000-07-17,17,7,2000,14:19:00,Summer,2660,,136.0,0.174,0.747,0.348,1.494,,39305,39305099.0,221710.0,221718.0
TEL305,FC,FC-31,47.0,-43.8333333333333,2000-07-17,17,7,2000,20:53:00,Summer,2661,,300.0,0.179,0.201,0.358,0.402,,39305,39305099.0,,
TEL305,FC,FC-35,47.0,-43.0,2000-07-18,18,7,2000,02:18:00,Summer,2662,,300.0,0.226,0.233,0.452,0.466,,39305,39305099.0,221734.0,221743.0
TEL305,BB,BB-13,50.0,-49.0,2000-07-19,19,7,2000,05:20:00,Summer,2663,,300.0,0.207,0.231,0.414,0.462,,39305,39305099.0,221744.0,221753.0
TEL305,BB,BB-12,49.85,-49.5,2000-07-19,19,7,2000,09:42:00,Summer,2664,,300.0,0.201,0.193,0.402,0.386,,39305,39305099.0,221754.0,221763.0
TEL305,BB,BB-11,49.6833333333333,-50.0166666666666,2000-07-19,19,7,2000,14:03:00,Summer,2665,,300.0,0.747,1.126,1.494,2.252,,39305,39305099.0,221764.0,221773.0
TEL305,BB,BB-10,49.5166666666666,-50.5333333333333,2000-07-19,19,7,2000,17:51:00,Summer,2666,,300.0,0.191,0.216,0.382,0.432,,39305,39305099.0,221774.0,221783.0
TEL305,BB,BB-08,49.28,-51.28,2000-07-19,19,7,2000,22:41:00,Summer,2667,,300.0,0.189,0.208,0.378,0.416,,39305,39305099.0,221785.0,221794.0
TEL305,BB,BB-06,49.1,-51.8299999999999,2000-07-20,20,7,2000,02:57:00,Summer,2668,,289.0,0.187,0.169,0.374,0.338,,39305,39305099.0,221796.0,221805.0
TEL305,BB,BB-04,48.9166666666666,-52.3999999999999,2000-07-20,20,7,2000,07:24:00,Summer,2669,,300.0,0.195,0.19,0.39,0.38,,39305,39305099.0,221807.0,221816.0
TEL305,BB,BB-02,48.7999999999999,-52.75,2000-07-20,20,7,2000,10:19:00,Summer,2670,,166.0,0.189,0.238,0.378,0.476,,39305,39305099.0,221818.0,221827.0
TEL305,WB,WB-02,50.2999999999999,-56.1816666666666,2000-07-21,21,7,2000,04:33:00,Summer,2671,,300.0,0.177,0.201,0.354,0.402,,39305,39305099.0,221830.0,221839.0
TEL305,WB,WB-03,50.45,-55.6166666666666,2000-07-21,21,7,2000,07:55:00,Summer,2672,,130.0,0.226,0.235,0.452,0.47,,39305,39305099.0,221840.0,221849.0
TEL305,WB,WB-04,50.6666666666666,-55.0,2000-07-21,21,7,2000,11:14:00,Summer,2673,,152.0,0.205,0.233,0.41,0.466,,39305,39305099.0,221850.0,221858.0
TEL305,WB,WB-07,50.945,-54.0,2000-07-21,21,7,2000,16:33:00,Summer,2674,,216.0,0.199,0.193,0.398,0.386,,39305,39305099.0,221861.0,221870.0
TEL305,WB,WB-09,51.225,-53.0,2000-07-21,21,7,2000,21:52:00,Summer,2675,,300.0,0.191,0.217,0.382,0.434,,39305,39305099.0,221872.0,221881.0
TEL305,WB,WB-12,51.5,-52.0,2000-07-22,22,7,2000,03:31:00,Summer,2676,,300.0,0.19,0.21,0.38,0.42,,39305,39305099.0,221884.0,221893.0
TEL305,WB,WB-14,51.6466666666666,-51.5,2000-07-22,22,7,2000,08:51:00,Summer,2677,,300.0,0.172,0.189,0.344,0.378,,39305,39305099.0,221894.0,221904.0
TEL305,WB,WB-16,51.895,-50.6,2000-07-22,22,7,2000,11:46:00,Summer,2678,,300.0,0.19,0.209,0.38,0.418,,39305,39305099.0,221906.0,221915.0
TEL305,WB,WB-18,51.9933333333333,-50.25,2000-07-22,22,7,2000,16:13:00,Summer,2679,,300.0,0.193,0.192,0.386,0.384,,39305,39305099.0,221917.0,221926.0
TEL305,SI,SI-13,54.7833333333333,-53.0,2000-07-23,23,7,2000,19:43:00,Summer,2680,,300.0,,,,,,39305,39305099.0,221930.0,221939.0
TEL305,SI,SI-12,54.6333333333333,-53.25,2000-07-23,23,7,2000,22:46:00,Summer,2681,,300.0,0.19,0.239,0.38,0.478,,39305,39305099.0,221940.0,221949.0
TEL305,SI,SI-10,54.3549999999999,-53.7333333333333,2000-07-24,24,7,2000,02:43:00,Summer,2682,,228.0,0.177,0.205,0.354,0.41,,39305,39305099.0,221951.0,221960.0
TEL305,SI,SI-08,54.0816666666666,-54.2166666666666,2000-07-24,24,7,2000,07:51:00,Summer,2683,,182.0,0.226,0.236,0.452,0.472,,39305,39305099.0,221962.0,221971.0
TEL305,SI,SI-06,53.7566666666666,-54.7766666666666,2000-07-24,24,7,2000,11:31:00,Summer,2684,,155.0,0.205,0.234,0.41,0.468,,39305,39305099.0,221973.0,221981.0
TEL305,SI,SI-04,53.5333333333333,-55.145,2000-07-24,24,7,2000,14:28:00,Summer,2685,,193.0,0.2,0.194,0.4,0.388,,39305,39305099.0,221983.0,221992.0
TEL305,SI,SI-02,53.3333333333333,-55.5,2000-07-24,24,7,2000,17:26:00,Summer,2686,,125.0,0.192,0.217,0.384,0.434,,39305,39305099.0,221994.0,222002.0
TEL305,MB,MB-02,55.25,-58.4366666666666,2000-07-25,25,7,2000,14:42:00,Summer,2687,,238.0,0.19,0.213,0.38,0.426,,39305,39305099.0,222005.0,222014.0
TEL305,MB,MB-04,55.3716666666666,-58.145,2000-07-25,25,7,2000,17:26:00,Summer,2688,,172.0,0.19,0.182,0.38,0.364,,39305,39305099.0,222016.0,222024.0
TEL305,MB,MB-05,55.4783333333333,-57.9066666666666,2000-07-25,25,7,2000,19:39:00,Summer,2689,,113.0,0.191,0.192,0.382,0.384,,39305,39305099.0,222025.0,222033.0
TEL305,MB,MB-07,55.6783333333333,-57.4399999999999,2000-07-25,25,7,2000,22:09:00,Summer,2690,,192.0,0.19,0.242,0.38,0.484,,39305,39305099.0,222035.0,222044.0
TEL305,MB,MB-10,55.8716666666666,-56.9833333333333,2000-07-26,26,7,2000,00:48:00,Summer,2691,,300.0,0.18,0.205,0.36,0.41,,39305,39305099.0,222047.0,222056.0
TEL305,BI,BI-09,57.8833333333333,-58.5833333333333,2000-07-26,26,7,2000,19:22:00,Summer,2692,,300.0,0.227,0.238,0.454,0.476,,39305,39305099.0,222059.0,222068.0
TEL305,BI,BI-07,57.6433333333333,-59.3833333333333,2000-07-27,27,7,2000,00:30:00,Summer,2693,,300.0,0.205,0.234,0.41,0.468,,39305,39305099.0,222070.0,222079.0
TEL305,BI,BI-05,57.5166666666666,-59.8166666666666,2000-07-27,27,7,2000,03:49:00,Summer,2694,,161.0,0.199,0.193,0.398,0.386,,39305,39305099.0,222081.0,222089.0
TEL305,BI,BI-04,57.38,-60.25,2000-07-27,27,7,2000,06:07:00,Summer,2695,,178.0,0.191,0.22,0.382,0.44,,39305,39305099.0,222090.0,222099.0
TEL305,BI,BI-03,57.25,-60.6833333333333,2000-07-27,27,7,2000,08:26:00,Summer,2696,,199.0,0.189,0.241,0.378,0.482,,39305,39305099.0,222100.0,222108.0
TEL305,BI,BI-02,57.1166666666666,-61.1,2000-07-27,27,7,2000,10:58:00,Summer,2697,,120.0,,,,,,39305,39305099.0,222109.0,222117.0
TEL305,FI,FI-10,50.295,-51.8133333333333,2000-07-29,29,7,2000,08:53:00,Summer,2698,,290.0,,,,,,39305,39305099.0,222119.0,222128.0
TEL305,FI,FI-08,50.2,-52.1416666666666,2000-07-29,29,7,2000,11:36:00,Summer,2699,,246.0,,,,,,39305,39305099.0,222130.0,222139.0
TEL305,FI,FI-05,50.0083333333333,-52.8016666666666,2000-07-29,29,7,2000,16:16:00,Summer,2700,,300.0,,,,,,39305,39305099.0,222142.0,222151.0
TEL305,S27,S27-01,47.5466666666666,-52.5866666666666,2000-07-30,30,7,2000,08:38:00,Summer,2701,,166.0,,,,,,39305,39305099.0,222201.0,222210.0
TEL306,S27,S27-01,47.5466666666667,-52.5866666666667,2000-08-11,11,8,2000,nan,Summer,57250,,165.0,0.133,0.199,0.266,0.398,,,,,
TEM309,S27,S27-01,47.5466666666667,-52.5866666666667,2000-08-22,22,8,2000,nan,Summer,57251,,165.0,0.09,0.142,0.18,0.284,,,,,
TEM309,S27,S27-01,47.5466666666667,-52.5866666666667,2000-08-31,31,8,2000,nan,Summer,57252,,165.0,0.243,0.248,0.486,0.496,,,,,
CG206-021,S27,S27-01,47.5466666666666,-52.5866666666666,2000-10-02,2,10,2000,14:10:00,,2706,,165.0,0.27,0.209,0.54,0.418,,,,,
TEL338,S27,S27-01,47.5466666666666,-52.5866666666666,2000-10-10,10,10,2000,20:35:00,,2759,,165.0,0.211,0.18,0.422,0.36,,,,,
TEM319,S27,S27-01,47.5466666666666,-52.5866666666666,2000-10-10,10,10,2000,23:59:00,,2760,,160.0,0.303,0.302,0.606,0.604,,,,,
TEL339,S27,S27-01,47.5466666666666,-52.5866666666666,2000-10-21,21,10,2000,23:20:00,,2758,,164.0,0.206,0.387,0.412,0.774,,,,,
TEM320,S27,S27-01,47.5466666666667,-52.5866666666667,2000-10-22,22,10,2000,nan,,2761,,160.0,0.509,0.536,1.018,1.072,,,,,
TEM320,S27,S27-01,47.5466666666667,-52.5866666666667,2000-10-30,30,10,2000,nan,,2762,,160.0,0.24,0.323,0.48,0.646,,,,,
HUD004,S27,S27-01,47.5466666666666,-52.5866666666666,2000-11-01,1,11,2000,13:18:00,Fall,2708,,165.0,0.212,0.225,0.424,0.45,,,,,
HUD004,SEGB,SEGB-01,46.5833333333333,-52.9333333333333,2000-11-01,1,11,2000,21:47:00,Fall,2709,,37.0,0.122,0.152,0.244,0.304,,,,,
HUD004,SEGB,SEGB-03,46.35,-52.7333333333333,2000-11-02,2,11,2000,00:23:00,Fall,2710,,160.0,0.165,0.306,0.33,0.612,,,,,
HUD004,SEGB,SEGB-05,46.07,-52.5,2000-11-02,2,11,2000,04:04:00,Fall,2711,,77.0,0.148,0.036,0.296,0.072,,,,,
HUD004,SEGB,SEGB-06,45.7883333333333,-52.2666666666666,2000-11-02,2,11,2000,07:10:00,Fall,2712,,68.0,0.083,0.061,0.166,0.122,,,,,
HUD004,SEGB,SEGB-07,45.4583333333333,-52.0,2000-11-02,2,11,2000,09:27:00,Fall,2713,,74.0,0.056,0.029,0.112,0.058,,,,,
HUD004,SEGB,SEGB-08,45.0949999999999,-51.7,2000-11-02,2,11,2000,12:21:00,Fall,2714,,68.0,0.095,0.038,0.19,0.076,,,,,
HUD004,SEGB,SEGB-09,44.725,-51.395,2000-11-02,2,11,2000,14:50:00,Fall,2715,,58.0,0.029,0.075,0.058,0.15,,,,,
HUD004,SEGB,SEGB-10,44.3633333333333,-51.1033333333333,2000-11-02,2,11,2000,17:41:00,Fall,2716,,57.0,0.072,0.062,0.144,0.124,,,,,
HUD004,SEGB,SEGB-11,44.0,-50.8083333333333,2000-11-02,2,11,2000,20:07:00,Fall,2717,,57.0,0.07,0.03,0.14,0.06,,,,,
HUD004,SEGB,SEGB-12,43.6333333333333,-50.5166666666666,2000-11-02,2,11,2000,23:05:00,Fall,2718,,60.0,0.078,0.378,0.156,0.756,,,,,
HUD004,SEGB,SEGB-13,43.2,-50.1666666666666,2000-11-03,3,11,2000,02:05:00,Fall,2719,,50.0,,,,,,,,,
HUD004,SEGB,SEGB-17,42.5883333333333,-49.6833333333333,2000-11-03,3,11,2000,10:01:00,Fall,2721,,300.0,0.019,0.033,0.038,0.066,,,,,
HUD004,SEGB,SEGB-15,42.85,-49.8866666666666,2000-11-03,3,11,2000,nan,Fall,,,,,,,,,,,,
HUD004,FC,FC-33,47.0,-43.3999999999999,2000-11-05,5,11,2000,01:17:00,Fall,2722,,300.0,0.167,0.561,0.334,1.122,,,,,
HUD004,FC,FC-18,47.0,-46.8333333333333,2000-11-06,6,11,2000,03:22:00,Fall,2723,,300.0,0.156,0.286,0.312,0.572,,,,,
HUD004,FC,FC-15,47.0,-47.25,2000-11-06,6,11,2000,10:13:00,Fall,2724,,300.0,0.102,0.508,0.204,1.016,,,,,
HUD004,FC,FC-14,47.0,-47.5,2000-11-06,6,11,2000,13:12:00,Fall,2725,,200.0,0.087,0.154,0.174,0.308,,,,,
HUD004,FC,FC-12,47.0,-48.1166666666666,2000-11-06,6,11,2000,16:12:00,Fall,2726,,122.0,0.012,0.008,0.024,0.016,,,,,
HUD004,FC,FC-10,47.0,-49.1166666666666,2000-11-06,6,11,2000,20:48:00,Fall,2727,,69.0,0.025,0.02,0.05,0.04,,,,,
HUD004,FC,FC-09,47.0,-50.0,2000-11-07,7,11,2000,00:39:00,Fall,2728,,66.0,0.048,0.053,0.096,0.106,,,,,
HUD004,FC,FC-07,47.0,-51.0,2000-11-07,7,11,2000,04:53:00,Fall,2729,,83.0,0.075,0.067,0.15,0.134,,,,,
HUD004,FC,FC-06,47.0,-51.4849999999999,2000-11-07,7,11,2000,07:33:00,Fall,2730,,87.0,0.076,0.031,0.152,0.062,,,,,
HUD004,FC,FC-05,47.0,-52.0333333333333,2000-11-07,7,11,2000,10:05:00,Fall,2731,,120.0,0.111,0.191,0.222,0.382,,,,,
HUD004,FC,FC-04,47.0,-52.3216666666666,2000-11-07,7,11,2000,12:28:00,Fall,2732,,113.0,0.089,0.173,0.178,0.346,,,,,
HUD004,FC,FC-03,47.0,-52.5799999999999,2000-11-07,7,11,2000,14:55:00,Fall,2733,,144.0,0.112,0.176,0.224,0.352,,,,,
HUD004,FC,FC-02,47.0,-52.71,2000-11-07,7,11,2000,17:15:00,Fall,2734,,176.0,0.149,0.483,0.298,0.966,,,,,
HUD004,FC,FC-01,47.0,-52.8316666666666,2000-11-07,7,11,2000,18:49:00,Fall,2735,,76.0,0.111,0.287,0.222,0.574,,,,,
HUD004,S27,S27-01,47.5466666666666,-52.5866666666666,2000-11-07,7,11,2000,23:03:00,Fall,2736,,166.0,0.217,0.367,0.434,0.734,,,,,
HUD004,BB,BB-01,48.7333333333333,-52.9666666666666,2000-11-08,8,11,2000,05:57:00,Fall,2737,,88.0,0.101,0.116,0.202,0.232,,,,,
HUD004,BB,BB-03,48.8333333333333,-52.6499999999999,2000-11-08,8,11,2000,08:49:00,Fall,2738,,240.0,0.126,0.454,0.252,0.908,,,,,
HUD004,BB,BB-04,48.9166666666666,-52.3999999999999,2000-11-08,8,11,2000,12:22:00,Fall,2739,,300.0,0.471,3.974,0.942,7.948,,,,,
HUD004,BB,BB-05,49.03,-52.0666666666666,2000-11-08,8,11,2000,14:49:00,Fall,2740,,279.0,0.254,3.248,0.508,6.496,,,,,
HUD004,BB,BB-06,49.1,-51.8299999999999,2000-11-08,8,11,2000,17:35:00,Fall,2741,,281.0,0.183,1.115,0.366,2.23,,,,,
HUD004,BB,BB-07,49.1899999999999,-51.5416666666666,2000-11-08,8,11,2000,19:20:00,Fall,2742,,300.0,0.372,1.526,0.744,3.052,,,,,
HUD004,BB,BB-08,49.28,-51.28,2000-11-08,8,11,2000,21:27:00,Fall,2743,,300.0,0.103,1.125,0.206,2.25,,,,,
HUD004,BB,BB-09,49.3666666666666,-51.0166666666666,2000-11-09,9,11,2000,00:16:00,Fall,2744,,300.0,0.039,0.599,0.078,1.198,,,,,
HUD004,BB,BB-10,49.5166666666666,-50.5333333333333,2000-11-09,9,11,2000,02:42:00,Fall,2745,,300.0,0.047,0.459,0.094,0.918,,,,,
HUD004,BB,BB-12,49.85,-49.5,2000-11-09,9,11,2000,08:53:00,Fall,2746,,300.0,0.04,0.196,0.08,0.392,,,,,
HUD004,BB,BB-13,50.0,-49.0,2000-11-09,9,11,2000,13:07:00,Fall,2747,,300.0,0.032,0.087,0.064,0.174,,,,,
HUD004,BB,BB-14,50.1766666666666,-48.4716666666666,2000-11-09,9,11,2000,16:43:00,Fall,2748,,300.0,0.028,0.033,0.056,0.066,,,,,
HUD004,BB,BB-11,49.6833333333333,-50.0166666666666,2000-11-09,9,11,2000,15:27:00,Fall,,,,,,,,No sample?,,,,
HUD004,S27,S27-07,47.84,-51.1899999999999,2000-11-10,10,11,2000,nan,Fall,,,,,,,,,,,,
