ShipTrip,Section,Station,Lat,Lon,Date,Day,Month,Year,TimeUTC,Season,T#,SampleID,TowDepth,DW_small,DW_large,corrDW_small,corrDW_large,Comments,NewShipTrip,UID,NewSampleID,EmptySampleID
TEL524,SP,SP-01,50.83,-49.23333333,2004-04-29,29,4,2004,14:01:00,Spring,9435,,1000,1.371,0.284,2.742,0.568,,39524,39524089,258413,
TEL524,SP,SP-02,51.23833333,-49.64666667,2004-04-29,29,4,2004,18:54:00,Spring,9436,,1000,2.898,0.587,5.796,1.174,,39524,39524089,258423,
TEL524,SP,SP-03,51.64833333,-50.07166667,2004-04-29,29,4,2004,23:59:00,Spring,9437,,1000,0.977,0.242,1.954,0.484,,39524,39524089,258433,
TEL524,SP,SP-04,52.06333333,-50.51833333,2004-04-30,30,4,2004,5:30:00,Spring,9438,,1000,1.449,0.111,2.898,0.222,,39524,39524089,258443,
TEL524,SP,SP-05,52.49,-50.95166667,2004-04-30,30,4,2004,10:44:00,Spring,9439,,1000,1.567,0.095,3.134,0.19,,39524,39524089,258453,
TEL524,SS,SS-17,48.175,-53.74166667,2004-05-01,1,5,2004,12:24:00,Spring,9440,,173,,,,,,39524,39524089,258463,
TEL524,SS,SS-09,48.15833333,-53.70166667,2004-05-01,1,5,2004,15:51:00,Spring,9441,,192,,,,,,39524,39524089,258473,
TEL524,SS,SS-05,48.2,-53.57666667,2004-05-01,1,5,2004,19:00:00,Spring,9442,,175,,,,,,39524,39524089,258483,
TEL524,SS,SS-01,48.255,-53.42833333,2004-05-01,1,5,2004,22:24:00,Spring,9443,,332,,,,,,39524,39524089,,
TEL524,S27,S27-01,47.54666667,-52.58666667,2004-05-02,2,5,2004,7:39:00,Spring,9444,,164,0.37,0.622,0.74,1.244,,39524,39524089,258503,
TEL525,S27,S27-01,47.54666667,-52.58666667,2004-05-03,3,5,2004,2:35:00,Spring,9447,,165,1.195,0.608,2.39,1.216,,,,,
TEL526,S27,S27-01,47.54666667,-52.58666667,2004-05-10,10,5,2004,23:18:00,Spring,9448,,165,0.307,0.578,0.614,1.156,,39526,39526129,,
TEL526,S27,S27-01,47.54666667,-52.58666667,2004-05-20,20,5,2004,11:09:00,Spring,9445,,165,0.197,0.646,0.394,1.292,,39526,39526129,262972,
TEL526,S27,S27-01,47.54666667,-52.58666667,2004-05-29,29,5,2004,9:25:00,Spring,9449,,165,0.138,0.656,0.276,1.312,,39526,39526129,262971,
TEM548,S27,S27-01,47.54666667,-52.58666667,2004-06-11,11,6,2004,9:30:00,,9450,,165,0.102,0.789,0.204,1.578,,10548,10548098,262981,
SHA563,S27,S27-01,47.54666667,-52.58666667,2004-06-22,22,6,2004,13:00:00,,9451,,165,0.106,1.179,0.212,2.358,,3563,3563001,263000,
TEM549,S27,S27-01,47.54666667,-52.58666667,2004-06-27,27,6,2004,10:14:00,,7432,,165,0.076,1.271,0.152,2.542,,,,,
SHA566,S27,S27-01,47.54666667,-52.58666667,2004-07-12,12,7,2004,13:00:00,Summer,9700,,165,0.095,0.821,0.19,1.642,,3566,3563001,262891,
TEM552,S27,S27-01,47.54666667,-52.58666667,2004-07-21,21,7,2004,23:20:00,Summer,9701,,166,0.222,0.069,0.444,0.138,,10552,10552048,258513,
TEM552,FC,FC-01,47,-52.83166667,2004-07-22,22,7,2004,23:00:00,Summer,9702,,94,0.67,0.112,1.34,0.224,,10552,10552048,258523,
TEM552,FC,FC-03,47,-52.58,2004-07-23,23,7,2004,2:09:00,Summer,9703,,148,0.085,0.122,0.17,0.244,,10552,10552048,258532,
TEM552,FC,FC-04,47,-52.32166667,2004-07-23,23,7,2004,4:51:00,Summer,9704,,114,0.079,0.142,0.158,0.284,,10552,10552048,258541,
TEM552,FC,FC-05,47,-52.03333333,2004-07-23,23,7,2004,7:21:00,Summer,9705,,130,0.089,0.053,0.178,0.106,,10552,10552048,258550,
TEM552,FC,FC-07,47,-51,2004-07-23,23,7,2004,12:30:00,Summer,9706,,93,0.019,0.035,0.038,0.07,,10552,10552048,258560,
TEM552,FC,FC-09,47,-50,2004-07-23,23,7,2004,17:34:00,Summer,9707,,71,0.015,0.05,0.03,0.1,,10552,10552048,258569,
TEM552,FC,FC-10,47,-49.11666667,2004-07-23,23,7,2004,21:37:00,Summer,9708,,70,0.022,0.131,0.044,0.262,,10552,10552048,258576,
TEM552,FC,FC-12,47,-48.11666667,2004-07-24,24,7,2004,3:41:00,Summer,9709,,126,0.026,0.177,0.052,0.354,,10552,10552048,258584,
TEM552,FC,FC-14,47,-47.5,2004-07-24,24,7,2004,8:29:00,Summer,9710,,203,0.017,0.056,0.034,0.112,,10552,10552048,258594,
TEM552,FC,FC-15,47,-47.25,2004-07-24,24,7,2004,10:38:00,Summer,9711,,540,3.592,0.143,7.184,0.286,,10552,10552048,258604,
TEM552,FC,FC-17,47,-47.01666667,2004-07-24,24,7,2004,15:15:00,Summer,9712,,1000,2.314,0.172,4.628,0.344,,10552,10552048,258615,
TEM552,FC,FC-20,47,-46.48333333,2004-07-24,24,7,2004,21:39:00,Summer,9713,,335,1.079,0.149,2.158,0.298,,10552,10552048,258627,
TEM552,FC,FC-21,47,-46.01666667,2004-07-25,25,7,2004,1:31:00,Summer,9714,,291,1.245,0.174,2.49,0.348,,10552,10552048,258637,
TEM552,FC,FC-24,47,-45.21333333,2004-07-25,25,7,2004,9:10:00,Summer,9715,,154,1.511,0.293,3.022,0.586,,10552,10552048,258649,
TEM552,FC,FC-26,47,-44.77166667,2004-07-25,25,7,2004,12:32:00,Summer,9716,,136,0.652,0.152,1.304,0.304,,10552,10552048,258660,
TEM552,FC,FC-29,47,-44.23166667,2004-07-25,25,7,2004,16:19:00,Summer,9717,,262,0.734,0.083,1.468,0.166,,10552,10552048,258671,
TEM552,FC,FC-31,47,-43.83333333,2004-07-25,25,7,2004,19:26:00,Summer,9718,,548,1.553,0.439,3.106,0.878,,10552,10552048,258682,
TEM552,FC,FC-35,47,-43,2004-07-26,26,7,2004,2:01:00,Summer,9719,,1000,1.032,0.21,2.064,0.42,,10552,10552048,258693,
TEM552,BB,BB-14,50.17666667,-48.47166667,2004-07-27,27,7,2004,15:12:00,Summer,9720,,1000,1.376,0.228,2.752,0.456,,10552,10552048,,
TEM552,BB,BB-13,50,-49,2004-07-27,27,7,2004,19:56:00,Summer,9721,,1000,1.771,0.131,3.542,0.262,,10552,10552048,258714,
TEM552,BB,BB-12,49.85,-49.5,2004-07-28,28,7,2004,0:14:00,Summer,9722,,1000,1.613,0.231,3.226,0.462,,10552,10552048,258724,
TEM552,BB,BB-11,49.68333333,-50.01666667,2004-07-28,28,7,2004,5:14:00,Summer,9723,,593,1.535,0.526,3.07,1.052,,10552,10552048,258734,
TEM552,BB,BB-10,49.51666667,-50.53333333,2004-07-28,28,7,2004,9:11:00,Summer,9724,,319,2.776,0.134,5.552,0.268,,10552,10552048,258744,
TEM552,BB,BB-08,49.28,-51.28,2004-07-28,28,7,2004,14:56:00,Summer,9725,,310,1.026,0.134,2.052,0.268,,10552,10552048,258755,
TEM552,BB,BB-06,49.1,-51.83,2004-07-28,28,7,2004,19:25:00,Summer,9726,,281,0.869,0.137,1.738,0.274,,10552,10552048,258766,
TEM552,BB,BB-04,48.91666667,-52.4,2004-07-29,29,7,2004,0:14:00,Summer,9727,,338,2.502,0.252,5.004,0.504,,10552,10552048,258777,
TEM552,BB,BB-02,48.8,-52.75,2004-07-29,29,7,2004,4:08:00,Summer,9728,,174,0.178,0.071,0.356,0.142,,10552,10552048,258788,
TEM552,SI,SI-02,53.33333333,-55.5,2004-07-30,30,7,2004,20:56:00,Summer,9729,,128,0.498,0.244,0.996,0.488,,10552,10552048,258800,
TEM552,SI,SI-04,53.53333333,-55.145,2004-07-31,31,7,2004,0:22:00,Summer,9730,,195,0.662,0.26,1.324,0.52,,10552,10552048,258810,
TEM552,SI,SI-06,53.75666667,-54.77666667,2004-07-31,31,7,2004,3:34:00,Summer,9731,,157,0.728,0.249,1.456,0.498,,10552,10552048,258821,
TEM552,SI,SI-08,54.08166667,-54.21666667,2004-07-31,31,7,2004,7:54:00,Summer,9732,,181,1.006,0.309,2.012,0.618,,10552,10552048,258831,
TEM552,SI,SI-09,54.2,-54,2004-07-31,31,7,2004,9:56:00,Summer,9733,,207,1.322,0.311,2.644,0.622,,10552,10552048,258841,
TEM552,SI,SI-10,54.355,-53.73333333,2004-07-31,31,7,2004,12:29:00,Summer,9734,,222,1.674,0.293,3.348,0.586,,10552,10552048,258851,
TEM552,SI,SI-12,54.63333333,-53.25,2004-07-31,31,7,2004,16:45:00,Summer,9735,,678,1.904,0.116,3.808,0.232,,10552,10552048,258862,
TEM552,SI,SI-13,54.78333333,-53,2004-07-31,31,7,2004,19:37:00,Summer,9736,,1000,2.114,0.132,4.228,0.264,,10552,10552048,258872,
TEM552,WB,WB-18,51.99333333,-50.25,2004-08-01,1,8,2004,21:28:00,Summer,9737,,1000,,,,,,10552,10552048,258883,
TEM552,WB,WB-16,51.895,-50.6,2004-08-02,2,8,2004,1:13:00,Summer,9738,,772,,,,,,10552,10552048,258893,
TEM552,WB,WB-14,51.78833333,-50.99166667,2004-08-02,2,8,2004,5:09:00,Summer,9739,,300,,,,,,10552,10552048,258903,
TEM552,WB,WB-12,51.5,-52,2004-08-02,2,8,2004,10:50:00,Summer,9740,,404,,,,,,10552,10552048,258914,
TEM552,WB,WB-09,51.225,-53,2004-08-02,2,8,2004,18:36:00,Summer,9741,,407,,,,,,10552,10552048,258925,
TEM552,WB,WB-07,50.945,-54,2004-08-03,3,8,2004,0:44:00,Summer,9742,,202,,,,,,10552,10552048,258936,
TEM552,WB,WB-04,50.66666667,-55,2004-08-03,3,8,2004,7:18:00,Summer,9743,,164,,,,,,10552,10552048,258947,
TEM553,S27,S27-01,47.54666667,-52.58666667,2004-08-07,7,8,2004,1:00:00,Summer,9746,,165,0.372,0.128,0.744,0.256,,,,,
TEL526,S27,S27-01,47.54666667,-52.58666667,2004-08-17,17,8,2004,11:30:00,Summer,9745,,165,0.223,2.158,0.446,4.316,,39526,39526129,,
TEM553,S27,S27-01,47.54666667,-52.58666667,2004-08-21,21,8,2004,9:50:00,Summer,9747,,165,0.245,0.263,0.49,0.526,,,,,
SHA572,S27,S27-01,47.54666667,-52.58666667,2004-09-17,17,9,2004,12:00:00,,9748,,165,0.281,0.265,0.562,0.53,,3572,3570002,262871,
TEL536,S27,S27-01,47.54666667,-52.58666667,2004-10-07,7,10,2004,nan,,9750,,165,0.313,0.547,0.626,1.094,,,,,
TEL537,S27,S27-01,47.54666667,-52.58666667,2004-10-16,16,10,2004,1:33:00,,9810,,165,0.201,0.606,0.402,1.212,,,,,
TEM557,S27,S27-01,47.54666667,-52.58666667,2004-11-12,12,11,2004,4:01:00,Fall,9749,,165,0.261,0.203,0.522,0.406,,10557,10557001,262861,
HUD586,S27,S27-01,47.54666667,-52.58666667,2004-11-20,20,11,2004,0:08:00,Fall,9751,,169,0.091,0.133,0.182,0.266,,20586,20586035,258966,
HUD586,SEGB,SEGB-01,46.58333333,-52.93333333,2004-11-20,20,11,2004,7:36:00,Fall,9752,,50,0.482,0.076,0.964,0.152,,20586,20586035,258976,
HUD586,SEGB,SEGB-03,46.35,-52.73333333,2004-11-20,20,11,2004,9:30:00,Fall,9753,,164,0.128,0.302,0.256,0.604,,20586,20586035,258982,
HUD586,SEGB,SEGB-05,46.07,-52.5,2004-11-20,20,11,2004,13:08:00,Fall,9754,,81,0.021,0.196,0.042,0.392,,20586,20586035,258993,
HUD586,SEGB,SEGB-07,45.45833333,-52,2004-11-20,20,11,2004,17:34:00,Fall,9755,,71,0.054,0.178,0.108,0.356,,20586,20586035,259002,
HUD586,SEGB,SEGB-09,44.725,-51.395,2004-11-20,20,11,2004,23:20:00,Fall,9756,,64,0.139,0.111,0.278,0.222,,20586,20586035,259010,
HUD586,SEGB,SEGB-12,43.63333333,-50.51666667,2004-11-21,21,11,2004,23:40:00,Fall,9757,,56,0.005,0.053,0.01,0.106,,20586,20586035,259026,
HUD586,SEGB,SEGB-13,43.2,-50.16666667,2004-11-22,22,11,2004,2:40:00,Fall,9758,,58,0.03,0.054,0.06,0.108,,20586,20586035,259033,
HUD586,SEGB,SEGB-15,42.85,-49.88666667,2004-11-22,22,11,2004,5:57:00,Fall,9759,,409,0.381,0.069,0.762,0.138,,20586,20586035,259041,
HUD586,SEGB,SEGB-17,42.58833333,-49.68333333,2004-11-22,22,11,2004,10:37:00,Fall,9760,,1000,0.15,0.027,0.3,0.054,,20586,20586035,259052,
HUD586,FC,FC-35,47,-43,2004-11-24,24,11,2004,22:14:00,Fall,9761,,1000,0.556,0.055,1.112,0.11,,20586,20586035,259070,
HUD586,FC,FC-31,47,-43.83333333,2004-11-25,25,11,2004,10:52:00,Fall,9762,,557,0.541,0.081,1.082,0.162,,20586,20586035,259083,
HUD586,FC,FC-29,47,-44.23166667,2004-11-25,25,11,2004,15:26:00,Fall,9763,,278,0.079,0.014,0.158,0.028,,20586,20586035,259094,
HUD586,FC,FC-26,47,-44.77166667,2004-11-25,25,11,2004,19:45:00,Fall,9764,,138,0.213,0.032,0.426,0.064,,20586,20586035,259106,
HUD586,FC,FC-24,47,-45.21333333,2004-11-25,25,11,2004,22:45:00,Fall,9765,,160,0.122,0.023,0.244,0.046,,20586,20586035,259116,
HUD586,FC,FC-21,47,-46.01666667,2004-11-26,26,11,2004,3:45:00,Fall,9766,,297,0.216,0.027,0.432,0.054,,20586,20586035,259128,
HUD586,FC,FC-20,47,-46.48333333,2004-11-26,26,11,2004,7:33:00,Fall,9767,,342,0.385,0.037,0.77,0.074,,20586,20586035,259138,
HUD586,FC,FC-17,47,-47.01666667,2004-11-26,26,11,2004,12:31:00,Fall,9768,,1000,0.11,0.074,0.22,0.148,,20586,20586035,259148,
HUD586,FC,FC-18,47,-46.83333333,2004-11-26,26,11,2004,18:29:00,Fall,9769,,1000,0.879,0.067,1.758,0.134,,20586,20586035,259159,
HUD586,FC,FC-15,47,-47.25,2004-11-26,26,11,2004,23:51:00,Fall,9770,,538,1.584,0.28,3.168,0.56,,20586,20586035,259170,
HUD586,FC,FC-14,47,-47.5,2004-11-27,27,11,2004,3:19:00,Fall,9771,,204,0.72,0.47,1.44,0.94,,20586,20586035,259180,
HUD586,FC,FC-12,47,-48.11666667,2004-11-27,27,11,2004,6:43:00,Fall,9772,,127,0.143,0.207,0.286,0.414,,20586,20586035,259191,
HUD586,FC,FC-10,47,-49.11666667,2004-11-27,27,11,2004,15:07:00,Fall,9773,,74,0.024,0.22,0.048,0.44,,20586,20586035,259203,
HUD586,FC,FC-09,47,-50,2004-11-27,27,11,2004,19:09:00,Fall,9774,,70,0.016,0.105,0.032,0.21,,20586,20586035,259210,
HUD586,FC,FC-07,47,-51,2004-11-27,27,11,2004,23:57:00,Fall,9775,,95,0.169,0.107,0.338,0.214,,20586,20586035,259218,
HUD586,S27,S27-01,47.54666667,-52.58666667,2004-11-28,28,11,2004,10:10:00,Fall,9776,,168,0.153,0.084,0.306,0.168,,20586,20586035,259227,
HUD586,FC,FC-05,47,-52.03333333,2004-11-29,29,11,2004,1:29:00,Fall,9777,,132,0.41,0.197,0.82,0.394,,20586,20586035,259237,
HUD586,FC,FC-04,47,-52.32166667,2004-11-29,29,11,2004,4:28:00,Fall,9778,,115,0.23,0.149,0.46,0.298,,20586,20586035,259247,
HUD586,FC,FC-03,47,-52.58,2004-11-29,29,11,2004,6:10:00,Fall,9779,,155,0.348,0.3,0.696,0.6,,20586,20586035,259256,
HUD586,FC,FC-01,47,-52.83166667,2004-11-29,29,11,2004,8:42:00,Fall,9780,,98,0.125,0.073,0.25,0.146,,20586,20586035,259266,
HUD586,BB,BB-01,48.73333333,-52.96666667,2004-11-29,29,11,2004,19:03:00,Fall,9781,,91,0.09,0.08,0.18,0.16,,20586,20586035,259274,
HUD586,BB,BB-03,48.83333333,-52.65,2004-11-29,29,11,2004,21:23:00,Fall,9782,,246,1.515,0.329,3.03,0.658,,20586,20586035,259283,
HUD586,BB,BB-04,48.91666667,-52.4,2004-11-30,30,11,2004,0:14:00,Fall,9783,,343,2.105,0.224,4.21,0.448,,20586,20586035,,
HUD586,BB,BB-06,49.1,-51.82833333,2004-11-30,30,11,2004,3:29:00,Fall,9784,,281,2.574,0.199,5.148,0.398,,20586,20586035,259304,
HUD586,BB,BB-08,49.28,-51.28,2004-11-30,30,11,2004,7:28:00,Fall,9785,,314,1.116,0.137,2.232,0.274,,20586,20586035,259315,
HUD586,BB,BB-10,49.51666667,-50.53333333,2004-11-30,30,11,2004,12:28:00,Fall,9786,,326,1.59,0.061,3.18,0.122,,20586,20586035,259327,
HUD586,BB,BB-11,49.68333333,-50.01666667,2004-11-30,30,11,2004,16:13:00,Fall,9787,,596,1.444,0.141,2.888,0.282,,20586,20586035,259337,
HUD586,BB,BB-12,49.85,-49.5,2004-11-30,30,11,2004,18:59:00,Fall,9788,,1000,1.321,0.104,2.642,0.208,,20586,20586035,259347,
TEL540,S27,S27-01,47.54666667,-52.58666667,2004-11-30,30,11,2004,1:10:00,Fall,9811,,165,0.182,0.509,0.364,1.018,,,,,
HUD586,BB,BB-13,50,-49,2004-12-01,1,12,2004,0:54:00,Fall,9789,,1000,1.836,0.132,3.672,0.264,,20586,20586035,259357,
HUD586,BB,BB-14,50.17666667,-48.47166667,2004-12-01,1,12,2004,4:50:00,Fall,9790,,1000,1.825,0.149,3.65,0.298,,20586,20586035,,
HUD586,FI,FI-17,50.78333333,-50.10833333,2004-12-01,1,12,2004,20:32:00,Fall,9791,,1000,,,,,,20586,20586035,259381,
HUD586,FI,FI-15,50.63,-50.65333333,2004-12-02,2,12,2004,1:32:00,Fall,9792,,709,,,,,,20586,20586035,259392,
HUD586,FI,FI-13,50.56,-50.89333333,2004-12-02,2,12,2004,4:46:00,Fall,9793,,303,,,,,,20586,20586035,259403,
HUD586,FI,FI-11,50.42666667,-51.35333333,2004-12-02,2,12,2004,8:10:00,Fall,9794,,270,,,,,,20586,20586035,259414,
HUD586,FI,FI-09,50.25,-51.995,2004-12-02,2,12,2004,11:53:00,Fall,9795,,250,,,,,,20586,20586035,259426,
HUD586,FI,FI-07,50.10833333,-52.45166667,2004-12-02,2,12,2004,15:17:00,Fall,9796,,325,,,,,,20586,20586035,259438,
HUD586,FI,FI-05,50.00833333,-52.80166667,2004-12-02,2,12,2004,19:16:00,Fall,9797,,487,,,,,,20586,20586035,259449,
HUD586,FI,FI-03,49.84,-53.33166667,2004-12-02,2,12,2004,23:40:00,Fall,9798,,160,,,,,,20586,20586035,259460,
HUD586,FI,FI-01,49.65833333,-53.90833333,2004-12-03,3,12,2004,3:31:00,Fall,9799,,64,,,,,,20586,20586035,259470,
HUD586,TB,TB-10,47.75733333,-53.612,2004-12-03,3,12,2004,23:10:00,Fall,9800,,274,,,,,,20586,20586035,259476,
HUD586,TB,TB-07,48,-53.39183333,2004-12-04,4,12,2004,2:52:00,Fall,9801,,568,,,,,,20586,20586035,259486,
HUD586,TB,TB-14,48.20333333,-53.31,2004-12-04,4,12,2004,7:07:00,Fall,9802,,326,,,,,,20586,20586035,259496,
HUD586,SS,SS-01,48.25483333,-53.42816667,2004-12-04,4,12,2004,10:58:00,Fall,9803,,312,,,,,,20586,20586035,259506,
HUD586,SS,SS-05,48.2,-53.5765,2004-12-04,4,12,2004,14:20:00,Fall,9804,,181,,,,,,20586,20586035,259516,
HUD586,SS,SS-09,48.15716667,-53.70083333,2004-12-04,4,12,2004,17:19:00,Fall,9805,,195,,,,,,20586,20586035,259526,
HUD586,SS,SS-17,48.17433333,-53.741,2004-12-04,4,12,2004,21:16:00,Fall,9806,,172,,,,,,20586,20586035,259537,
HUD586,TB,TB-13,48.13833333,-53.16166667,2004-12-05,5,12,2004,2:51:00,Fall,9807,,334,,,,,,20586,20586035,259547,
HUD586,S27,S27-01,47.54666667,-52.58666667,2004-12-05,5,12,2004,10:17:00,Fall,9808,,165,0.227,0.223,0.454,0.446,,20586,20586035,259557,
TEL541,S27,S27-01,47.54666667,-52.58666667,2004-12-17,17,12,2004,9:00:00,Fall,9812,,165,0.197,0.24,0.394,0.48,,39541,39541049,262851,
SHA580,S27,S27-01,47.54666667,-52.58666667,2005-01-05,5,1,2005,14:00:00,,9809,,165,0.041,0.104,0.082,0.208,,3580,3580001,262831,
TEL588,S27,S27-01,47.54666667,-52.58666667,2005-01-21,21,1,2005,23:25:00,,9814,,165,0.219,0.105,0.438,0.21,Data changed from original (TS),39588,39588022,,
TEL588,S27,S27-01,47.54666667,-52.58666667,2005-02-02,2,2,2005,12:30:00,,9813,,165,1.219,0.098,2.438,0.196,Data changed from original (TS),39588,39588022,262841,
TEL590,S27,S27-01,47.54666667,-52.58666667,2005-02-10,10,2,2005,10:45:00,,9815,,165,0.44,0.196,0.88,0.392,,39590,39590001,,
TEL601,S27,S27-01,47.54666667,-52.58666667,2005-04-30,30,4,2005,14:09:00,Spring,9816,,166,2.005,4.935,4.01,9.87,,39601,39601031,259567,
TEL601,SEGB,SEGB-01,46.58333333,-52.93333333,2005-05-01,1,5,2005,2:05:00,Spring,9817,,43,0.008,0.016,0.016,0.032,,39601,39601031,259577,
TEL601,SEGB,SEGB-03,46.35,-52.73333333,2005-05-01,1,5,2005,4:59:00,Spring,9818,,162,0.244,0.5,0.488,1,,39601,39601031,259584,
TEL601,SEGB,SEGB-05,46.07,-52.5,2005-05-01,1,5,2005,8:24:00,Spring,9819,,82,0.06,0.198,0.12,0.396,,39601,39601031,259595,
TEL601,SEGB,SEGB-07,45.45833333,-52,2005-05-01,1,5,2005,13:23:00,Spring,9820,,72,0.011,0.165,0.022,0.33,,39601,39601031,259604,
TEL601,SEGB,SEGB-09,44.725,-51.395,2005-05-01,1,5,2005,19:14:00,Spring,9821,,61,0.201,0.994,0.402,1.988,,39601,39601031,259612,
TEL601,SEGB,SEGB-11,44,-50.80833333,2005-05-02,2,5,2005,0:44:00,Spring,9822,,58,0.065,0.084,0.13,0.168,,39601,39601031,259620,
TEL601,SEGB,SEGB-12,43.63333333,-50.51666667,2005-05-02,2,5,2005,3:56:00,Spring,9823,,57,0.197,0.045,0.394,0.09,,39601,39601031,259627,
TEL601,SEGB,SEGB-13,43.2,-50.16666667,2005-05-02,2,5,2005,7:39:00,Spring,9824,,60,0.029,0.172,0.058,0.344,,39601,39601031,259634,
TEL601,SEGB,SEGB-15,42.85,-49.88666667,2005-05-02,2,5,2005,11:01:00,Spring,9825,,362,0.755,0.233,1.51,0.466,,39601,39601031,259642,
TEL601,FC,FC-18,47,-46.83333333,2005-05-03,3,5,2005,21:34:00,Spring,9826,,1000,2.946,0.182,5.892,0.364,,39601,39601031,259653,
TEL601,FC,FC-15,47,-47.25,2005-05-04,4,5,2005,5:31:00,Spring,9827,,540,1.742,0.152,3.484,0.304,,39601,39601031,259674,
TEL601,FC,FC-14,47,-47.5,2005-05-04,4,5,2005,9:26:00,Spring,9828,,210,0.963,0.26,1.926,0.52,,39601,39601031,259684,
TEL601,FC,FC-12,47,-48.11666667,2005-05-04,4,5,2005,12:59:00,Spring,9829,,120,0.084,0.481,0.168,0.962,,39601,39601031,259695,
TEL601,FC,FC-10,47,-49.11666667,2005-05-04,4,5,2005,18:58:00,Spring,9830,,68,0.127,0.237,0.254,0.474,,39601,39601031,259705,
TEL601,FC,FC-09,47,-50,2005-05-04,4,5,2005,23:27:00,Spring,9831,,70,0.347,0.183,0.694,0.366,,39601,39601031,259712,
TEL601,FC,FC-07,47,-51,2005-05-05,5,5,2005,4:23:00,Spring,9832,,100,0.465,0.121,0.93,0.242,,39601,39601031,259720,
TEL601,FC,FC-05,47,-52.03333333,2005-05-05,5,5,2005,9:29:00,Spring,9833,,138,0.586,0.169,1.172,0.338,,39601,39601031,259729,
TEL601,FC,FC-04,47,-52.32166667,2005-05-05,5,5,2005,12:12:00,Spring,9834,,118,0.501,0.305,1.002,0.61,,39601,39601031,259738,
TEL601,FC,FC-03,47,-52.58,2005-05-05,5,5,2005,13:45:00,Spring,9835,,146,0.329,0.201,0.658,0.402,,39601,39601031,259747,
TEL601,FC,FC-01,47,-52.83166667,2005-05-05,5,5,2005,16:20:00,Spring,9836,,94,0.268,0.089,0.536,0.178,,39601,39601031,259758,
TEL601,S27,S27-01,47.54666667,-52.58666667,2005-05-05,5,5,2005,21:37:00,Spring,9837,,166,0.493,0.195,0.986,0.39,,39601,39601031,259766,
TEL601,BB,BB-01,48.73333333,-52.96666667,2005-05-06,6,5,2005,4:09:00,Spring,9838,,92,0.075,0.071,0.15,0.142,,39601,39601031,259776,
TEL601,BB,BB-03,48.83333333,-52.65,2005-05-06,6,5,2005,6:47:00,Spring,9839,,246,0.504,0.127,1.008,0.254,,39601,39601031,259785,
TEL601,BB,BB-04,48.91666667,-52.4,2005-05-06,6,5,2005,8:12:00,Spring,9840,,347,0.883,0.301,1.766,0.602,,39601,39601031,259795,
TEL601,BB,BB-06,49.1,-51.83,2005-05-06,6,5,2005,14:39:00,Spring,9841,,285,0.814,0.304,1.628,0.608,,39601,39601031,259806,
TEL601,BB,BB-08,49.28,-51.28,2005-05-06,6,5,2005,18:29:00,Spring,9842,,314,2.919,0.62,5.838,1.24,,39601,39601031,259817,
TEL601,BB,BB-10,49.51666667,-50.53333333,2005-05-06,6,5,2005,22:59:00,Spring,9843,,325,3.831,0.601,7.662,1.202,,39601,39601031,259828,
TEL601,BB,BB-13,50,-49,2005-05-07,7,5,2005,19:48:00,Spring,9844,,1000,2.241,0.193,4.482,0.386,,39601,39601031,259858,
TEL601,BB,BB-14,50.17666667,-48.47166667,2005-05-08,8,5,2005,3:26:00,Spring,9845,,1000,2.685,0.154,5.37,0.308,,39601,39601031,,
TEL601,CB,CB-01,47.83333333,-52.91666667,2005-05-09,9,5,2005,3:14:00,Spring,9846,,192,0.201,0.077,0.402,0.154,,39601,39601031,259879,
TEL601,S27,S27-01,47.54666667,-52.58666667,2005-05-09,9,5,2005,7:28:00,Spring,9847,,171,0.499,0.103,0.998,0.206,,39601,39601031,259889,
TEM618,S27,S27-01,47.54666667,-52.58666667,2005-05-12,12,5,2005,8:25:00,Spring,9848,,165,0.161,0.565,0.322,1.13,,,,,
TEM619,S27,S27-01,47.54666667,-52.58666667,2005-05-14,14,5,2005,17:20:00,Spring,9849,,165,0.174,0.451,0.348,0.902,,10619,10619110,,
TEM619,S27,S27-01,47.54666667,-52.58666667,2005-05-27,27,5,2005,9:30:00,Spring,9850,,165,0.125,0.568,0.25,1.136,,10619,10619110,,
TEL603,S27,S27-01,47.54666667,-52.58666667,2005-06-04,4,6,2005,9:00:00,,9851,,165,0.068,0.389,0.136,0.778,,39603,39603001,,
TEM620,S27,S27-01,47.54666667,-52.58666667,2005-06-05,5,6,2005,11:50:00,,9852,,165,0.117,0.938,0.234,1.876,,10620,10620030,,
TEM620,S27,S27-01,47.54666667,-52.58666667,2005-06-10,10,6,2005,11:00:00,,9853,,165,0.136,0.926,0.272,1.852,,10620,10620030,,
TEM624,S27,S27-01,47.54666667,-52.58666667,2005-07-17,17,7,2005,0:37:00,Summer,9854,,166,0.142,0.081,0.284,0.162,,10624,10624021,259899,
TEM624,FC,FC-01,47,-52.83166667,2005-07-17,17,7,2005,7:00:00,Summer,9855,,90,0.045,0.137,0.09,0.274,,10624,10624021,259909,
TEM624,FC,FC-03,47,-52.58,2005-07-17,17,7,2005,10:58:00,Summer,9856,,147,0.065,0.115,0.13,0.23,,10624,10624021,259918,
TEM624,FC,FC-04,47,-52.32166667,2005-07-17,17,7,2005,13:21:00,Summer,9857,,114,0.016,0.28,0.032,0.56,,10624,10624021,259927,
